PA14_ID	GeneName	Essentiality	KEGG_ID	COG_ID	FUNCTION
PA14_05630		Nonessential			
PA14_05640	bfrG	Nonessential	K02014	COG1629	Inorganic ion transport and metabolism
PA14_05650		Nonessential			
PA14_05660		Nonessential		COG1309	Transcription
PA14_05690	codA	Nonessential	K01485	COG0402	Nucleotide transport and metabolism / General function prediction only
PA14_05700	codB	Nonessential	K10974	COG1457	Nucleotide transport and metabolism
PA14_05740	pydA	Nonessential	K17723	COG0167	Nucleotide transport and metabolism
PA14_05750	gltX	Nonessential	K00266	COG0493	Amino acid transport and metabolism / General function prediction only
PA14_05770	dhT	Nonessential	K01464	COG0044	Nucleotide transport and metabolism
PA14_05775		Nonessential			
PA14_05790		Nonessential		COG1953	Nucleotide transport and metabolism / Coenzyme metabolism
PA14_05810	amaB	Nonessential	K06016	COG0624	Amino acid transport and metabolism
PA14_05820		Nonessential		COG1804	Energy production and conversion
PA14_05840	gcdH	Nonessential	K00252	COG1960	Lipid metabolism
PA14_05850		Nonessential		COG0583	Transcription
PA14_05860		Nonessential		COG1607	Lipid metabolism
PA14_05870		Nonessential		COG0306	Inorganic ion transport and metabolism
PA14_05880	nfeD	Nonessential	K07403	COG1030	"Posttranslational modification, protein turnover, chaperones"
PA14_05890		Nonessential		COG0330	"Posttranslational modification, protein turnover, chaperones"
PA14_05910		Nonessential		COG0834	Amino acid transport and metabolism / Signal transduction mechanisms
PA14_05920		Nonessential		COG1289	Function unknown
PA14_05950	dbpA	Nonessential	K05591	COG0513	"DNA replication, recombination, and repair / Transcription / Translation, ribosomal structure and biogenesis"
PA14_05960	cspB	Nonessential	K03704	COG1278	Transcription
PA14_05970		Nonessential		COG4067	"Posttranslational modification, protein turnover, chaperones"
PA14_05990	emrA	Nonessential			
PA14_06000	clpA	Nonessential	K03696	COG0542	"Posttranslational modification, protein turnover, chaperones"
PA14_06010		Nonessential			
PA14_06030		Nonessential		COG0204	Lipid metabolism
PA14_06040		Nonessential		COG4067	"Posttranslational modification, protein turnover, chaperones"
PA14_06060	creB	Nonessential	K07663	COG0745	Signal transduction mechanisms / Transcription
PA14_06070	creC	Nonessential	K07641	COG0642	Signal transduction mechanisms
PA14_06080	creD	Nonessential	K06143	COG4452	Defense mechanisms
PA14_06090		Nonessential			
PA14_06120		Nonessential		COG0625	"Posttranslational modification, protein turnover, chaperones"
PA14_06130		Nonessential		COG4257	Defense mechanisms
PA14_06150		Nonessential			
PA14_06160	fiuA	Nonessential	K02014	COG1629	Inorganic ion transport and metabolism
PA14_06170	fiuR	Nonessential		COG3712	Inorganic ion transport and metabolism / Signal transduction mechanisms
PA14_06180	fiuI	Nonessential	K03088	COG1595	Transcription
PA14_06190	psfA	Nonessential		COG0625	"Posttranslational modification, protein turnover, chaperones"
PA14_06200		Nonessential		COG2050	"Secondary metabolites biosynthesis,    transport, and catabolism"
PA14_06210		Nonessential		COG1309	Transcription
PA14_06230		Nonessential		COG1953	Nucleotide transport and metabolism / Coenzyme metabolism
PA14_06240		Nonessential		COG0583	Transcription
PA14_06250		Nonessential			
PA14_06260		Nonessential		COG0583	Transcription
PA14_06270	catD	Nonessential	K01055	COG0596	General function prediction only
PA14_06280		Nonessential			
PA14_06290	glcB	Nonessential	K01638	COG2225	Energy production and conversion
PA14_06300		Nonessential		COG0456	General function prediction only
PA14_06310		Nonessential		COG2716	Amino acid transport and metabolism
PA14_06320	rarD	Nonessential	K05786	COG2962	General function prediction only
PA14_06330		Nonessential		COG2334	General function prediction only
PA14_06340	modR	Nonessential	K02019	COG2005	General function prediction only
PA14_06350	yfiM	Nonessential	K05811	COG5544	General function prediction only
PA14_06360	comF	Nonessential		COG1040	General function prediction only
PA14_06390		Nonessential			
PA14_06400		Nonessential		COG0583	Transcription
PA14_06420		Nonessential		COG1540	General function prediction only
PA14_06430		Nonessential		COG0511	Lipid metabolism
PA14_06450	accC	Nonessential	K01961	COG0439	Lipid metabolism
PA14_06460		Nonessential		COG2049	Amino acid transport and metabolism
PA14_06480		Nonessential		COG1984	Amino acid transport and metabolism
PA14_06500	bioB	Nonessential	K01012	COG0502	Coenzyme metabolism
PA14_06510	bioF	Nonessential	K00652	COG0156	Coenzyme metabolism
PA14_06530	bioH	Nonessential	K02170		
PA14_06540	bioC	Nonessential	K02169	COG2226	Coenzyme metabolism
PA14_06570	bioD	Nonessential	K01935	COG0132	Coenzyme metabolism
PA14_06580		Nonessential			
PA14_06600		Nonessential		COG1960	Lipid metabolism
PA14_06620		Nonessential		COG1960	Lipid metabolism
PA14_06640		Nonessential		COG1960	Lipid metabolism
PA14_06650	nirN	Nonessential			
PA14_06660	nirE	Nonessential	K02303	COG0007	Coenzyme metabolism
PA14_06670	nirJ	Nonessential		COG0535	General function prediction only
PA14_06680	nirH	Nonessential		COG1522	Transcription
PA14_06690	nirG	Nonessential		COG1522	Transcription
PA14_06700	nirL	Nonessential		COG1522	Transcription
PA14_06710	nirD	Nonessential		COG1522	Transcription
PA14_06720	nirF	Nonessential		COG3391	Function unknown
PA14_06730	nirC	Nonessential		COG2010	Energy production and conversion
PA14_06740	nirM	Nonessential	K08738	COG4654	Energy production and conversion
PA14_06750	nirS	Nonessential	K15864	COG2010	Energy production and conversion
PA14_06770	nirQ	Nonessential	K04748	COG0714	General function prediction only
PA14_06790	nirO	Nonessential	K02164	COG1845	Energy production and conversion
PA14_06800		Nonessential			
PA14_06810	norC	Nonessential	K02305		
PA14_06830	norB	Nonessential	K04561	COG3256	Inorganic ion transport and metabolism
PA14_06840	norD	Nonessential	K02448	COG4548	Inorganic ion transport and metabolism
PA14_06860		Nonessential			
PA14_06870	dnr	Nonessential		COG0664	Signal transduction mechanisms
PA14_06875		Nonessential			
PA14_06880		Nonessential		COG0583	Transcription
PA14_06890		Nonessential		COG2258	Function unknown
PA14_06900		Nonessential			
PA14_06920	argD	Nonessential	K00821	COG4992	Amino acid transport and metabolism
PA14_06930		Nonessential		COG0518	Nucleotide transport and metabolism
PA14_06940		Nonessential			
PA14_06950		Nonessential		COG2197	Signal transduction mechanisms / Transcription
PA14_06960		Nonessential		COG0665	Amino acid transport and metabolism
PA14_06970		Nonessential		COG1396	Transcription
PA14_06980		Nonessential		COG1512	General function prediction only
PA14_06990		Nonessential		COG1704	Function unknown
PA14_07000	dsbB	Nonessential	K03611	COG1495	"Posttranslational modification, protein turnover, chaperones"
PA14_07010		Nonessential			
PA14_07020		Nonessential		COG3686	Function unknown
PA14_07030		Nonessential		COG3909	Energy production and conversion
PA14_07040	yqjC	Nonessential			
PA14_07050		Nonessential		COG3509	"Secondary metabolites biosynthesis, transport, and catabolism"
PA14_07060		Nonessential			
PA14_07070		Nonessential		COG4097	Inorganic ion transport and metabolism
PA14_07090	metK	Essential	K00789	COG0192	Coenzyme metabolism
PA14_07110		Nonessential		COG2226	Coenzyme metabolism
PA14_07130	tktA	Essential	K00615	COG0021	Carbohydrate transport and metabolism
PA14_07140		Nonessential			
PA14_07150	hyi	Nonessential	K01816	COG3622	Carbohydrate transport and metabolism
PA14_07170	epd	Nonessential	K03472	COG0057	Carbohydrate transport and metabolism
PA14_07190	pgk	Nonessential	K00927	COG0126	Carbohydrate transport and metabolism
PA14_07200		Nonessential			
PA14_07210		Nonessential			
PA14_07230	fda	Essential	K01624	COG0191	Carbohydrate transport and metabolism
PA14_07240		Nonessential			
PA14_07250		Nonessential		COG4319	Function unknown
PA14_07260		Nonessential		COG2226	Coenzyme metabolism
PA14_07280	yhiN	Nonessential	K07007	COG2081	General function prediction only
PA14_07290	ygjP	Nonessential	K07043	COG1451	General function prediction only
PA14_07300		Nonessential			
PA14_07310		Nonessential		COG0637	General function prediction only
PA14_07330		Nonessential		COG3152	Function unknown
PA14_07340		Nonessential		COG2207	Transcription
PA14_07355		Nonessential		COG0599	Function unknown
PA14_07360		Nonessential			
PA14_07370		Nonessential		COG0401	Function unknown
PA14_07380		Nonessential			
PA14_07400		Nonessential			
PA14_07410		Nonessential			
PA14_07420		Nonessential			
PA14_07430		Nonessential			
PA14_07440		Nonessential			
PA14_07450		Nonessential		COG3177	Function unknown
PA14_07460		Nonessential			
PA14_07480		Nonessential		COG3344	"DNA replication, recombination, and repair"
PA14_07500		Nonessential		COG5001	Signal transduction mechanisms
PA14_07520	rpoD	Essential	K03086	COG0568	Transcription
PA14_07530	dnaG	Nonessential	K02316	COG0358	"DNA replication, recombination, and repair"
PA14_07550		Nonessential		COG1610	Function unknown
PA14_07560	rpsU	Nonessential	K02970	COG0828	"Translation, ribosomal structure and biogenesis"
PA14_07570	gcp	Essential	K01409	COG0533	"Posttranslational modification, protein turnover, chaperones"
PA14_07580		Nonessential		COG0344	Function unknown
PA14_07590	folB	Essential	K01633	COG1539	Coenzyme metabolism
PA14_07600	folk	Nonessential	K00950	COG0801	Coenzyme metabolism
PA14_07620	cca	Nonessential	K00974	COG0617	"Translation, ribosomal structure and biogenesis"
PA14_07630		Nonessential			
PA14_07650	ycgB	Nonessential		COG2719	Function unknown
PA14_07660		Nonessential		COG2718	Function unknown
PA14_07680	prkA	Nonessential	K07180	COG2766	Signal transduction mechanisms
PA14_07690	glpE	Nonessential	K02439	COG0607	Inorganic ion transport and metabolism
PA14_07700	apaH	Nonessential	K01525		
PA14_07710	apaG	Nonessential	K06195	COG2967	Inorganic ion transport and metabolism
PA14_07730	ksgA	Nonessential	K02528	COG0030	"Translation, ribosomal structure and biogenesis"
PA14_07740	pdxA	Nonessential	K00097	COG1995	Coenzyme metabolism
PA14_07760	surA	Essential	K03771	COG0760	"Posttranslational modification, protein turnover, chaperones"
PA14_07770	ostA	Essential	K04744	COG1452	"Cell envelope biogenesis, outer membrane"
PA14_07780		Nonessential		COG3178	General function prediction only
PA14_07790		Nonessential		COG1208	"Cell envelope biogenesis, outer membrane / Translation, ribosomal structure and biogenesis"
PA14_07800	djlA	Nonessential	K05801	COG1076	"Posttranslational modification, protein turnover, chaperones"
PA14_07810		Nonessential			
PA14_07820		Nonessential		COG4585	Signal transduction mechanisms
PA14_07840	uhpA	Nonessential		COG2197	Signal transduction mechanisms / Transcription
PA14_07850		Nonessential		COG0687	Amino acid transport and metabolism
PA14_07860		Nonessential		COG3842	Amino acid transport and metabolism
PA14_07870		Nonessential		COG0687	Amino acid transport and metabolism
PA14_07890		Nonessential		COG1176	Amino acid transport and metabolism
PA14_07900		Nonessential		COG1177	Amino acid transport and metabolism
PA14_07910	rpe	Essential	K01783	COG0036	Carbohydrate transport and metabolism
PA14_07930	gph	Nonessential	K01091	COG0546	General function prediction only
PA14_07940	trpE	Nonessential	K01657	COG0147	Amino acid transport and metabolism / Coenzyme metabolism
PA14_07950	prtN	Nonessential			
PA14_07960	prtR	Essential		COG2932	Transcription
PA14_07970		Nonessential		COG1734	Signal transduction mechanisms
PA14_07980		Nonessential			
PA14_07990	hol	Nonessential			
PA14_08000		Nonessential			
PA14_08010	gpV	Nonessential		COG4540	General function prediction only
PA14_08020	gpW	Nonessential	K06903	COG3628	General function prediction only
PA14_08030		Nonessential		COG3948	General function prediction only
PA14_08040	gpI	Nonessential		COG4385	General function prediction only
PA14_08050		Nonessential		COG5301	General function prediction only
PA14_08060		Nonessential			
PA14_08070	gpFI	Nonessential	K06907	COG3497	General function prediction only
PA14_08090	gpFII	Nonessential	K06908	COG3498	General function prediction only
PA14_08100		Nonessential			
PA14_08110		Nonessential			
PA14_08120		Nonessential		COG3941	General function prediction only
PA14_08130	gpU	Nonessential	K06906	COG3499	General function prediction only
PA14_08140	XR2	Nonessential		COG5004	General function prediction only
PA14_08150	gpD	Nonessential	K06905	COG3500	General function prediction only
PA14_08160	lys	Nonessential	K03791	COG3179	General function prediction only
PA14_08180		Nonessential			
PA14_08190		Nonessential			
PA14_08200		Nonessential			
PA14_08210		Nonessential			
PA14_08220		Nonessential			
PA14_08230		Nonessential			
PA14_08240		Nonessential		COG5281	Function unknown
PA14_08250		Nonessential		COG4718	Function unknown
PA14_08260		Nonessential		COG4672	Function unknown
PA14_08270		Nonessential		COG1310	General function prediction only
PA14_08280		Nonessential		COG4723	Function unknown
PA14_08300	JF1	Nonessential		COG4733	Function unknown
PA14_08310		Nonessential			
PA14_08320		Nonessential			
PA14_08330		Nonessential			
PA14_08340	trpG	Nonessential	K01658	COG0512	Amino acid transport and metabolism / Coenzyme metabolism
PA14_08350	trpD	Nonessential	K00766	COG0547	Amino acid transport and metabolism
PA14_08360	trpC	Nonessential	K01609	COG0134	Amino acid transport and metabolism
PA14_08370	vfr	Nonessential	K10914	COG0664	Signal transduction mechanisms
PA14_08380		Nonessential		COG1765	"Posttranslational modification, protein turnover, chaperones"
PA14_08390	speD	Nonessential	K01611	COG1586	Amino acid transport and metabolism
PA14_08400		Essential		COG2941	Coenzyme metabolism
PA14_08420		Nonessential		COG0537	Nucleotide transport and metabolism / Carbohydrate transport and metabolism / General function prediction only
PA14_08430		Nonessential		COG0464	"Posttranslational modification, protein turnover, chaperones"
PA14_08440		Nonessential		COG0300	General function prediction only
PA14_08450		Nonessential		COG3152	Function unknown
PA14_08460		Nonessential		COG2070	General function prediction only
PA14_08470		Essential		COG1981	Function unknown
PA14_08480	argC	Nonessential	K00145	COG0002	Amino acid transport and metabolism
PA14_08490		Nonessential			
PA14_08500		Nonessential		COG1664	"Cell envelope biogenesis, outer membrane"
PA14_08510	yadR	Essential	K15724	COG0316	"Posttranslational modification, protein turnover, chaperones"
PA14_08520		Nonessential		COG2377	"Posttranslational modification, protein turnover, chaperones"
PA14_08540		Nonessential		COG0739	"Cell envelope biogenesis, outer membrane"
PA14_08560	tyrZ	Nonessential	K01866	COG0162	"Translation, ribosomal structure and biogenesis"
PA14_08620	birA	Nonessential	K03524	COG0340	Coenzyme metabolism
PA14_08630		Essential		COG1521	Transcription
PA14_08640		Nonessential			
PA14_08680	tufB	Nonessential	K02358	COG0050	"Translation, ribosomal structure and biogenesis"
PA14_08695	secE	Essential	K03073	COG0690	Intracellular trafficking and secretion
PA14_08710	nusG	Essential	K02601	COG0250	Transcription
PA14_08720	rplK	Essential	K02867	COG0080	"Translation, ribosomal structure and biogenesis"
