cpd24339	C18H24NO4	Cocaethylene
cpd01162	C11H19N4O6	D-Nopaline
cpd01169	C9H6NO4	L-Dopachrome
cpd25141	C41H78NO8P	1-18:0-2-18:2-phosphatidylethanolamine
cpd25140	C41H80NO8P	1-18:0-2-18:1-phosphatidylethanolamine
cpd25143	C41H76NO8P	1-18:0-2-18:3-phosphatidylethanolamine
cpd24543	C5H10NO3	N-hydroxy-L-valine
cpd11937	C10H10N2O3R2	Glycogenin
cpd11936	C18H32O16	Galactogen
cpd18022	C21H28O5	Aldosterone hemiacetal
cpd18023	C21H32O3	Allopregnane-21-ol-3,20-dione
cpd18021	C21H32O3	7alpha-Hydroxypregnenolone
cpd18026	C27H46O4S	Cholesterol sulfate
cpd18027	C21H32O5S	Pregnenolone sulfate
cpd18024	C21H34O2	Allopregnan-20alpha-ol-3-one
cpd18025	C21H36O2	Allopregnane-3alpha,20alpha-diol
cpd12680	C5H8O7PR2	1-Radyl-2-acetyl-sn-glycero-3-phospholipid
cpd18028	C19H28O3	7alpha-OH-DHEA
cpd00364	C6H4O2	Chinone
cpd12682	C24H36N7O17P3RS	(2S)-2-Methylacyl-CoA
cpd00497	C10H11N4O9P	XMP
cpd00494	C8H7NO2	4-Hydroxymandelonitrile
cpd00367	C9H13N3O5	Cytidine
cpd00360	C5H4N4	Purine
cpd00361	C4H8O2	ACTN
cpd23239	C42H72O13	20(S)-ginsenoside Rg3
cpd23238	C7H14N2O4	N5-acetyl-N5-hydroxy-L-ornithine
cpd00490	C11H12N2O3	5-Hydroxy-L-tryptophan
cpd24511	C19H16O6	dihydro-O-methylsterigmatocystin
cpd24510	C18H14O6	dihydrosterigmatocystin
cpd00491	C6H13O9P	D-mannitol-1-phosphate
cpd24515	C12H21N2O6S	D-Pantothenoyl-L-cysteine
cpd23234	C6H12N2O4	N5-formyl-N5-hydroxy-L-ornithine
cpd23237	C42H72O13	ginsenoside F2
cpd23236	C48H82O18	gypenoside XVII
cpd23727	C7H5O5	3,5-didehydroshikimate
cpd23726	C34H56O6	3-O-beta-D-brassicasterol-glucoside
cpd23725	C33H54NO7	beta-D-glucopyranoside, (3beta,22alpha,25R)-spirosol-5-en-3-yl
cpd23724	C15H24	(+)-2-epi-prezizaene
cpd23721	C4H5O5	L-threo-tetruronate
cpd23729	C18H29O3	9,10-epoxyoctadeca-12,15-dienoate
cpd24546	C10H16	(+)-(1S)-alpha-thujene
cpd19489	C20H32O	Isopimaradienol
cpd19488	C20H30O	Palustradienal
cpd17399	C6H10O5	2-Deoxyinosose
cpd11265	C16H12O3	7-Methoxyisoflavone
cpd17395	C10H10N2O2	IAOx N-oxide
cpd17394	C10H12N2O	N-Hydroxyl-tryptamine
cpd17397	C5H4N2O3	5-Formyluracil
cpd00499	C6H12O12P2	D-glucose-1,6-biphosphate
cpd19487	C20H32O	Palustradienol
cpd19486	C16H31O3	16-Hydroxypalmitate
cpd17393	C20H36N2O3SR2	S-Palmitoylprotein
cpd19484	C13H10O4	4-Hydroxyphenyl-4-hydroxybenzoate
cpd16370	C7H15N2O3PCl2	Aldoifosfamide
cpd16373	C4H10N2O2PCl2	Isophosphamide mustard
cpd16374	C14H23N2O2	3-Hydroxylidocaine
cpd16375	C12H19N2O	Monoethylglycinexylidide
cpd16376	C20H44N7O5S	Glutathionylspermine
cpd16377	C30H58N10O10S2	Bis(glutathionyl)spermine
cpd16378	C30H56N10O10S2	Bis(glutathionyl)spermine disulfide
cpd16379	C8H24N3	Aminopropylcadaverine
cpd09178	C28H32NO11	Rhodomycin D
cpd22587	C20H16O7	(1'S,5'S)-averufin
cpd12871	C8H15N3O2R2	[Ribulose-1,5-bisphosphate-carboxylase]-N6-methyl-L-lysine
cpd12870	C7H13N3O2R2	[Ribulose-1,5-bisphosphate-carboxylase]-lysine
cpd12701	C10H12N4O7P	Purine mononucleotide
cpd12700	C8H16N5O2R2	[Myelin basic protein]-N(omega)-methylarginine
cpd12703	C24H36N7O17P3RS	(2R)-2-Methylacyl-CoA
cpd25588	C6H5ClNO4	2-amino-5-chloromuconate
cpd12878	C63H92CoN13O14P	Methylcobalamin
cpd17570	C20H38O7P2	Tetrahydrogeranylgeranyl diphosphate
cpd19737	C6H15N4O3	beta-Hydroxyarginine
cpd19736	C6H12N4O2	L-Capreomycidine
cpd02133	C27H42N8O18P3S	4-Acetamidobutanoyl-CoA
cpd02644	C20H24N10O16P3	P1,P2-Bis(5'-adenosyl) triphosphate
cpd02131	C4H12NS	3-Methylthiopropanamine
cpd03325	C10H10NO3	Phenylacetylglycine
cpd03327	C7H8O6	4-Hydroxy-2-ketopimelate
cpd03326	C7H6O5	2-Hydroxyhepta-2,4-dienedioate
cpd03321	C9H12O4	3-Methoxy-4-hydroxyphenylethyleneglycol
cpd03320	C8H7O3	3-Hydroxyphenylacetate
cpd03323	C10H10NO4	p-Hydroxyphenylacetylglycine
cpd03322	C13H13NO6	p-Hydroxyphenylacetylglutamate
cpd09175	C22H18O8	Aklaviketone
cpd09969	C6H5OCl	3-Chlorophenol
cpd02136	C7H14O6	Sequoyitol
cpd02643	C19H23N6O4	Bz-Arg-p-nitroanilide
cpd02134	C7H7OCl	4-Chloro-2-methylphenol
cpd24672	C20H25O4	GA15 (closed lactone form)
cpd26854	C16H27N2O14P	chitobiose-6-phosphate
cpd24674	C18H15O6	4-coumaroyl-4'-hydroxyphenyllactate
cpd24675	C18H15O7	4-coumaroyl-3',4'-dihydroxyphenyllactate
cpd25390	C20H30O	levopimaradienal
cpd25391	C20H32O	neoabietadienol
cpd25392	C20H32O2	neoabietadiene-diol
cpd25393	C20H30O	neoabietadienal
cpd25394	C20H32O2	palustradiene-diol
cpd24548	C10H16	(Z)-beta-ocimene
cpd25397	C20H30O	dehydroabietadienol
cpd25398	C20H30O2	dehydroabietadiene-diol
cpd06733	C10H15O2	Chrysanthemic acid
cpd07003	C21H19O11	Orientin
cpd02631	C6H8O5	DKDI
cpd02632	C16H20N2O2	4-(3-Methylbut-2-enyl)-L-tryptophan
cpd02633	C14H15N3O	4-(Dimethylamino)phenylazoxybenzene
cpd02634	C5H9O13P3R	5'-Phosphonucleoside 3'-diphosphate
cpd02635	C16H12O6	Chrysoeriol
cpd02636	C6H9NOS	4-Methyl-5--2-hydroxyethyl-thiazole
cpd02637	C19H30O2	Androstenediol
cpd02186	C4H2O6	Oxaloglycolate
cpd02187	C25H36N7O17P3S	Methacrylyl-CoA
cpd02184	C36H60O2	11-cis-Retinyl palmitate
cpd02185	C5H5NO3	2,3,6-Trihydroxypyridine
cpd02182	C13H20N3O8S	(R)-S-Lactoylglutathione
cpd02183	C6H4O5	4-Oxalocrotonate
cpd02180	C10H16O2	(+)-exo-5-Hydroxycamphor
cpd03853	C6H8O6	D-Galacturonolactone
cpd03580	C2H2OR	Alkenate
cpd03583	C6H11O9P	D-arabino-6-Phospho-hex-3-ulose
cpd03582	C18H27N3O15P2	dTDP-4-acetamido-4,6-dideoxy-D-glucose
cpd03585	C76H137N2O30P2	KDO-lipid IV(A)
cpd03856	C14H18N4O9P	5'-Butyrylphosphoinosine
cpd03587	C110H196N2O39P2	kdo2-lipid a
cpd03854	C17H17N5O8P	5'-Benzoylphosphoadenosine
cpd03589	C26H36N7O19P3S	Mesaconyl-CoA
cpd03588	C26H38N7O20P3S	L-erythro-3-Methylmalyl-CoA
cpd01983	C27H46O	Coprostan-3-one
cpd01982	C5H11NO7P	5-Phosphoribosylamine
cpd01981	C6H12O4S	5-Methylthio-D-ribose
cpd01980	C5H6N2O3	5-Hydroxymethyluracil
cpd15133	C15H21N5O14P3	trans-Zeatin riboside triphosphate
cpd15132	C15H21N5O4	Isopentenyl adenosine
cpd15131	C15H21N5O10P2	Isopentenyl-ADP
cpd01984	C10H18O2	6-endo-Hydroxycineole
cpd01989	C8H7NS	Benzyl isothiocyanate
cpd01988	C12H16O6	Aryl beta-D-glucoside
cpd15139	C6H13NO2	Isoleucine
cpd04672	C11H14N2O4	Felbamate
cpd02455	C15H13NO2	N-Hydroxy-2-acetamidofluorene
cpd02456	C8H16N2O4	N6-Acetyl-N6-hydroxylysine
cpd02450	C21H20O8	Flavonol 3-O-D-glucoside
cpd02451	C3H6O5P	Glycerol 1,2-cyclic phosphate
cpd02980	C21H29N7O18P3	(6S)-6-beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide 2'-phosphate
cpd02453	C21H20O11	Luteolin 7-O-glucoside
cpd02458	C4H6NO5	erythro-3-Hydroxy-L-aspartate
cpd02459	C16H30O6	(-)-Menthyl O-beta-D-glucoside
cpd02989	C45H80N2O24	Lc4Cer
cpd15117	C14H10N6O9	4,4',6,6'-Tetranitro-2,2'-azoxytoluene
cpd10027	C6H4Cl2	o-Dichlorobenzene
cpd04580	C47H51NO14	Paclitaxel
cpd26585	C41H68O9P	D-mannopyranosyl-1-phosphoheptaprenol
cpd23288	C30H38N7O19P3S	3-(4-hydroxyphenyl)-3-keto-propanoyl-CoA
cpd29646	C5H12O7P2	IPP
cpd21008	C27H27O17	Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside
cpd21009	C36H57O9	Soyasapogenol B 3-O-D-glucuronide
cpd21004	C12H22O10	beta-D-Galactosyl-(1->4)-L-rhamnose
cpd21005	C40H58	7,9,9'-tricis-Neurosporene
cpd21006	C15H26O7P2	(2Z,6Z)-Farnesyl diphosphate
cpd21007	C14H24NO14P	1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate
cpd21000	C15H24	cis-Muurola-4(14),5-diene
cpd21001	C15H26O	Patchoulol
cpd21002	C15H26O	Presilphiperfolan-8beta-ol
cpd21003	C8H14O2	(Z)-3-Hexen-1-ol acetate
cpd00179	C12H22O11	Maltose
cpd00178	C3H6O	Acetone
cpd00171	C5H9O8P	D-Ribulose5-phosphate
cpd00170	C6H10O6	Gluconolactone
cpd00173	C5H9O13P3R	NTP
cpd00175	C17H25N3O17P2	UDP-N-acetyl-D-galactosamine
cpd00174	C6H14O3PF	Isoflurophate
cpd00177	C10H13N5O9P2	dADP
cpd00176	C6H9O6	2-keto-3-deoxygluconate
cpd08368	C42H36CoN4O16	Cobalt-precorrin 2
cpd08369	C43H41CoN4O16	Cobalt-precorrin 3
cpd08364	C11H19O10R	beta-Primeveroside
cpd08365	C11H20O10	beta-Primeverose
cpd08366	C3H3O9PS	(2R)-Phosphosulfolactate
cpd08367	C3H4O6S	(2R)-3-Sulfolactate
cpd08360	C30H50O	24-Ethylidene lophenol
cpd08361	C6H12O27P7	5-PP-InsP5
cpd08362	C8H7O4	4-Hydroxymandelate
cpd08363	C3H4N2O3R	N-Carbamoyl-L-amino acid
cpd04858	C13H8O2	4-Hydroxy-9-fluorenone
cpd04859	C13H10O2	1,2-Dihydroxyfluorene
cpd04852	C13H10O2	3,4-Dihydroxyfluorene
cpd04853	C13H9O4	2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)-but-2-enoic acid
cpd04851	C13H10	Fluorene
cpd04856	C13H12O2	(+)-(1R,2S)-cis-3,4-Dihydroxy-3,4-dihyd
cpd04857	C13H10O3	3,4-Dihydroxy-3,4-dihydro-9-fluorenone
cpd04854	C10H8O2	2-Formyl-1-indanone
cpd00359	C8H7N	indol
cpd00358	C9H12N2O14P3	dUTP
cpd05188	C10H9N5O	Kinetin
cpd00355	C11H14N2O8P	Nicotinamide ribonucleotide
cpd00354	C5H9O10P2R	NDP
cpd00357	C10H14N2O14P3	TTP
cpd00356	C9H13N3O13P3	dCTP
cpd00351	C11H19N2O6	Saccharopine
cpd00350	C15H26O7P2	Farnesyldiphosphate
cpd00353	C6H5O7	D-threo-Isocitric acid
cpd00352	C6H8NO2	delta1-Piperideine-6-L-carboxylate
cpd11234	C24H35O5	7alpha,12alpha-Dihydroxy-3-oxochol-4-enoate
cpd11727	C7H12NO9PR	N-Acyl-D-mannosamine 6-phosphate
cpd11236	C15H12O3	Dihydroflavonol
cpd11722	C24H34N7O17P3RS	trans-2-Enoyl-CoA
cpd11231	C10H15N5O9P	2-Amino-5-formylamino-6-(5-phosphoribosylamino)pyrimidin-4(3H)-one
cpd11720	C5H11O7P*2	(Ribitol phosphate)n
cpd11233	C15H12O5	2,7,4'-Trihydroxyisoflavanone
cpd11239	C27H32O12	Flavanone 7-O-[beta-L-rhamnosyl-(1->2)-beta-D-glucoside]
cpd11728	C3H2OR2S	trans-2,3-Dehydroacyl-[acyl-carrier protein]
cpd11729	C14H24NO11R	beta-D-Galactosyl-1,4-N-acetyl-D-glucosaminyl-R
cpd09181	C27H32NO9	Feudomycin A
cpd09180	C26H30NO9	13-Deoxycarminomycin
cpd09186	C16H13O5	(S)-DNPA
cpd09185	C27H32NO10	(13S)-13-Dihydrodaunorubicin
cpd09188	C16H13O6	Dihydrokalafungin
cpd24818	C6H9NO5P	2-methylamine-furan phosphate
cpd25414	C10H16	(-)-2-carene
cpd24819	C14H20N2O2	p-(beta-aminoethyl)phenoxy-methyl-2-(aminomethyl)furan
cpd17760	C24H40O5	Ursocholate
cpd02334	C26H34N7O19P3S	S-(5-Hydroxy-2-furoyl)-CoA
cpd08588	C23H28N2O4	Echitovenine
cpd24533	C28H43O3	4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol
cpd25411	C15H26O	longiborneol
cpd23212	C5H10O5	beta-D-arabinopyranose
cpd23211	C5H10O5	alpha-D-arabinopyranose
cpd08587	C21H26N2O3	Minovincinine
cpd23530	C10H10O6	Prephenic acid
cpd23531	C9H9O3	3-(cyclohexa-1,3-dien-1-yl)-2-oxopropanoate
cpd25949	C14H28O6	Glcp-alpha-octyl
cpd23538	C3H7O5S	(S)-2,3-dihydroxypropane-1-sulfonate
cpd23539	C3H5O5S	2-oxo-3-hydroxy-propane-1-sulfonate
cpd06987	C16H11O6	Kaempferide
cpd06984	C13H8O5	1,3,5-Trihydroxyxanthone
cpd20843	C17H14O8	Aflatoxin B1 dialdehyde
cpd20842	C17H14O8	Aflatoxin B1 diol
cpd20840	C17H12O7	Aflatoxin B1-exo-8,9-epoxide
cpd20847	C17H12O8	Aflatoxin-M1-8,9-epoxide
cpd07586	C8H8O2	4'-Hydroxyacetophenone
cpd22621	C39H66N7O18P3S	(3R)-3-hydroxy-stearoyl-CoA
cpd22622	C37H60N7O17P3S	16:1-delta9-CoA
cpd22625	C6H12NO4	N,N-dihydroxy-L-isoleucine
cpd22624	C6H12NO3	2-(hydroxyamino)-3-methylpentanoate
cpd22627	C5H11NO	(Z)-2-methylbutanal oxime
cpd22626	C5H11NO	(E)-2-methylbutanal oxime
cpd05723	C29H48O	Isofucosterol
cpd22628	C5H9N	2-methylbutyronitrile
cpd05727	C31H52O	24-Methylenecycloartanol
cpd05725	C28H48O	Lophenol
cpd22738	C7H6ClO4	5-chloro-3,5-cyclohexadiene-l,2-diol-1-carboxylate
cpd01409	C14H26N2O7	Spectinomycin
cpd01406	C27H32N2O8	Raucaffricine
cpd01407	C7H14O7	Volemulose
cpd01404	C8H15NO	Pseudotropine
cpd01405	C9H12N2O6	Pseudouridine
cpd01402	C41H71N7O17P3S	Phytanoyl-CoA
cpd01401	C31H46O2	Vitamin K1
cpd17189	C21H20O10	Afzelin
cpd15250	C43H74N2O27P2	alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol
cpd23282	C4H5O3	CPD-12179
cpd23398	C8H15NOS	7-methylthioheptanonitrile oxide
cpd23399	C18H31N4O7S2	7-methylthioheptylhydroximoyl-glutathione
cpd23396	C17H29N4O7S2	6-methylthiohexylhydroximoyl-glutathione
cpd23397	C12H23N3O4S2	6-methylthiohexylhydroximoyl-cysteinylglycine
cpd23394	C11H21N3O4S2	5-methylthiopentylhydroximoyl-cysteinylglycine
cpd23395	C7H13NOS	6-methylthiohexanonitrile oxide
cpd23392	C6H11NOS	5-methylthiopentanonitrile oxide
cpd23393	C16H27N4O7S2	5-methylthiopentylhydroximoyl-glutathione
cpd23390	C15H25N4O7S2	4-methylthiobutylhydroximoyl-glutathione
cpd23391	C10H19N3O4S2	4-methylthiobutylhydroximoyl-cysteinylglycine
cpd17984	C18H35N3O12	6-O-Glc-paromamine
cpd17985	C19H38N6O11	Nebramycin factor 4
cpd17986	C17H33N3O11	Ribosylparomamine
cpd17988	C17H35N4O13P	5''-Phosphoribostamycin
cpd17989	C26H48N6O15	gamma-L-Glutamyl-butirosin B
cpd24706	C22H24O11	hesperitin-7-O-beta-D-glucoside
cpd24702	C35H31N4O6	pheide b
cpd24703	C5H6O5	beta-erythro-methylmalate
cpd21394	C15H24	alpha-Guaiene
cpd21395	C15H24	Viridiflorene
cpd21396	C15H24	5-epi-alpha-Selinene
cpd21391	C20H34O	(13E)-Labda-7,13-dien-15-ol
cpd21392	C15H24	7-epi-alpha-Selinene
cpd16589	C6H12N2O2	4-Amino-1-piperidinecarboxylic acid
cpd16588	C11H19N2O2	1,4'-Bipiperidine-1'-carboxylic acid
cpd16583	C15H24	gamma-Humulene
cpd16582	C9H5O4	Caffeoquinone
cpd16581	C15H18O8	p-Coumaroyl-D-glucose
cpd16580	C12H22O2	Neomenthyl acetate
cpd16586	C5H12O	1-Pentanol
cpd16585	C30H43N8O17P3S	beta-Phenylalanoyl-CoA
cpd00917	C10H7NO5	7,8-Dihydro-7,8-dihydroxykynurenate
cpd00916	C6H12O15P3	Ins(1,4,5)P3
cpd00915	C9H5O4I2	3,5-Diiodo-4-hydroxyphenylpyruvate
cpd00914	C6H12O15P3	Inositol 1,3,4-trisphosphate
cpd00913	C5H7O6PR	2',3'-Cyclic nucleotide
cpd00912	C8H16N2O5	N-Acetyl-beta-D-glucosaminylamine
cpd00911	C6H9O9P	6-phospho-D-glucono-1-5-lactone
cpd00910	C12H22O11	Galactinol
cpd00919	C7H7O7	Homocitrate
cpd00918	C7H10NO4	2-Acetamido-5-oxopentanoate
cpd15722	C40H78O10P	Diisoheptadecanoylphosphatidylglycerol
cpd01734	C6H10O6	D-Galactono-1,5-lactone
cpd15720	C36H70O13P2	Dianteisopentadecanoylphosphatidylglycerophosphate
cpd15721	C38H74O13P2	Diisohexadecanoylphosphatidylglycerophosphate
cpd15726	C36H70O10P	Dianteisopentadecanoylphosphatidylglycerol
cpd15727	C38H74O10P	Diisohexadecanoylphosphatidylglycerol
cpd12116	C6H11O5R	alpha-L-Fucoside
cpd15725	C36H70O10P	Diisopentadecanoylphosphatidylglycerol
cpd15728	C47H88O15	Diglucosyl-1,2 dipalmitoylglycerol
cpd15729	C43H80O15	Diglucosyl-1,2 dimyristoylglycerol
cpd01736	C23H30N2O4	Deacetoxyvindoline
cpd14980	C13H8O6	2-Hydroxy-6-oxo-6-(2-carboxyphenyl)-hexa-2,4-dienoate
cpd02849	C32H48N7O20P3S	3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA
cpd01737	C5H8O4	Deoxyribonolactone
cpd14985	C15H24	epi-Isozizaene
cpd14984	C25H37N7O17P3S	Cyclopropanecarboxyl-CoA
cpd02843	C6H9N2O6P	D-erythro-imidazol-glycerol-phosphate
cpd01730	C4H7NO	Acetone cyanhydrin
cpd02840	C24H39O5	3alpha,7alpha,12beta-Trihydroxy-5beta-cholanate
cpd02847	C7H14N3O5	1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol
cpd02846	C18H27O3	12,13(S)-EOT
cpd02845	C20H31O5	(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate
cpd01731	C8H7NS	Benzyl thiocyanate
cpd24375	C43H70O10	1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol
cpd24374	C43H74O10	1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol
cpd24377	C58H95NO12P2	GlcNAc-PP-C50
cpd24376	C36H48N7O20P	5-formyl-H4SPT
cpd23891	C12H20O10	neocarrabiose
cpd23890	C24H37O22S	neocarratetraose 4-O-sulfate
cpd23893	C21H20O6	7(8) 7'(8')-tetrahydrojusticidin B
cpd24372	C43H80O10	1-(9Z-octadecenoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol
cpd16638	C39H64N7O17P3S	cis-octadec-9-enoyl-coa
cpd24203	C9H12O	1-hydroxy-2-isopropylbenzene
cpd03460	C6H8N2O5	N-Carbamyl-L-glutamate
cpd03466	C10H10N2O	Indole-3-acetaldoxime
cpd03467	C16H19N2O9S2	Glucobrassicin
cpd03464	C9H9NO2	3-Methyldioxyindole
cpd03465	C10H8NO4	2-Formaminobenzoylacetate
cpd03468	C9H7O3	2-Coumarinate
cpd03469	C15H17O8	beta-D-Glucosyl-2-coumarinate
cpd19904	C29H33NO11	15-Demethoxy-epsilon-rhodomycin
cpd11593	C7H11N2O5	ala-L-asp-L
cpd24204	C12H24N2O8	2'-deamino-2'-hydroxy-6'-oxoparomamine
cpd15854	C6H11O8P	6-deoxy-5-ketomannitol 1-phosphate
cpd15587	C7H13N3O4	Ala-Asn
cpd15584	C7H14O6	alpha-Methyl-D-glucoside
cpd15585	C7H14O6	beta-Methylglucoside
cpd15582	C79H126N3O22P2	Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose
cpd15851	C18H21N6O8P	7,8-dihydropterin-6-ylmethyl-4-(B-D-ribofuranosyl) aminobenzene 5'-phosphate
cpd15852	C6H7O8P	4,5-diketo-6-deoxyfructose 1-phosphate
cpd15581	C71H113N2O18P2	Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate
cpd05231	C22H41O2	Erucic acid
cpd15858	C45H94NO6P	2,3-O-phytanyl-sn-glycero-1-phosphoethanolamine
cpd15859	C46H94O8P	2,3-di-O-phytanyl-sn-glycerol-1-phospho-3'-sn-glycerol
cpd15588	C9H18N2O3	Ala-Ile
cpd15589	C8H16N2O3S	Ala-Met
cpd05232	C12H23O3	12-Hydroxydodecanoic acid
cpd26629	C6H11O9P	alpha-L-galactose-1-phosphate
cpd26628	C4H4NO2S2	2-thioxo1,3-thiazolidine-4-carboxylate
cpd26624	C13H25NO6S2	5-methylthiopentyldesulfoglucosinolate
cpd26627	C29H50O6	(22R,23R)-28-homobrassinolide
cpd16395	C10H13NO3	2-Phenyl-1,3-propanediol monocarbamate
cpd26621	C15H21O3	pentalenate
cpd11580	C7H13N3O4	Gly-Gln
cpd26623	C11H20NO10S2	4-hydroxybutylglucosinolate
cpd11581	C6H11N3O4	gly-asn-L
cpd22918	C12H17O4	E-12-hydroxyjasmonate
cpd05238	C24H45O2	Nervonic acid
cpd15050	C37H55N7O19P3S	3-Oxo-OPC6-CoA
cpd19792	C9H8ClO3	MCPA
cpd24957	C13H26O	2-tridecanone
cpd24956	C17H22O9	sinapaldehyde glucoside
cpd08773	C49H76O15	Avermectin A2a
cpd08772	C48H74O15	Avermectin B2a
cpd08771	C42H64O12	Avermectin A2a monosaccharide
cpd08770	C41H62O12	Avermectin B2a monosaccharide
cpd08777	C35H50O8	Avermectin A1a aglycone
cpd08776	C34H48O8	Avermectin B1a aglycone
cpd08775	C34H46O8	5-Oxoavermectin ''1a'' aglycone
cpd08774	C34H48O7	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1a'' aglycone
cpd15051	C35H53N7O18P3S	OPC4-CoA
cpd08779	C42H62O11	Avermectin A1a monosaccharide
cpd08778	C41H60O11	Avermectin B1a monosaccharide
cpd25026	C43H76O10	1-(9Z,12Z-octadecadienoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol
cpd25027	C43H74O10	1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol
cpd25024	C43H78O10	1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol
cpd25025	C43H76O10	1-(9Z,12Z,15Z-octadecatrienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol
cpd19900	C42H56NO15	Aclacinomycin N
cpd25023	C42H45O23	kaempferol 3-O-[6-(4-coumaroyl)-beta-D-glucosyl-(1->2)-glucosyl-(1->2)-beta-D-glucoside
cpd03517	C20H27N7O9PS	Biotinyl-5-AMP
cpd12358	C6H8N2O2R2	Peptidylproline (omega=0)
cpd25028	C43H76O10	1-(9Z-octadecenoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol
cpd25029	C43H72O10	1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol
cpd04113	C10H11NO3	5,6-Dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline
cpd04440	C46H59N4O9	Vinblastine
cpd04111	C28H40N7O19P3S	6-Carboxyhex-2-enoyl-CoA
cpd04110	C12H8O2S	1,2-Dihydroxydibenzothiophene
cpd04117	C7H8O2	4-Methylcatechol
cpd04116	C8H9O4	4-Methylcyclohexa-3,5-diene-1,2-cis-diol-1-carboxylic acid
cpd04115	C8H10O2	3-Ethylcatechol
cpd04114	C8H12O2	cis-1,2-Dihydro-3-ethylcatechol
cpd04449	C8H7O2	m-toluate
cpd09820	C36H42N7O19P3S	Naphthyl-2-methylene-succinyl-CoA
cpd04119	C11H9N2O2	alpha,beta-Didehydrotryptophan
cpd04118	C8H9O4	1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate
cpd00724	C6H12O6	alpha-D-Galactose
cpd00726	C3H12N2	1,3-Propanediamine
cpd05535	C30H50O	Lupeol
cpd00720	C11H14N3O	L-Tryptophanamide
cpd00721	C12H14N2O2	N-Acetylserotonin
cpd00722	C5H9NO4	O-Acetyl-L-serine
cpd00723	C26H21N3O2	Renilla luciferin
cpd09823	C32H39N7O17P3S	2-Naphthoyl-CoA
cpd00728	C4H7O3	4-Hydroxybutanoate
cpd00729	C5H13N2O	5-Aminopentanamide
cpd02353	C4H8O5P	2-Methylpropionyl phosphate
cpd08113	C21H26NO5	Colcemid
cpd08112	C6H12	Cyclohexane
cpd15433	C39H73NO8P	cyclopropane phosphatidylethanolamine dihexadec-9,10-cyclo-anoyl
cpd02827	C9H18O11P	2-(alpha-D-Galactosyl)-sn-glycerol 3-phosphate
cpd02826	C8H15N3O8P	5'-Phosphoribosylformylglycinamidine
cpd10606	C19H24O3	9alpha-Hydroxyandrosta-1,4-diene-3,17-dione
cpd15436	C44H82O10P	cyclopropane phosphatidylglycerol dioctadec-11,12-cyclo-anoyl
cpd12425	C11H15N5O6R3	alpha-N-Peptidyl-L-glutamine
cpd12354	CH2NOR	Monocarboxylic acid amide
cpd12427	C6H12N2O3R2	2-Deoxystreptamine antibiotic
cpd11911	C10H12N5O3R	tRNA(Gln)
cpd11910	C10H12N5O3R	tRNA(Cys)
cpd11913	C10H12N5O3R	tRNA(Gly)
cpd11912	C10H12N5O3R	tRNA-Glu
cpd11915	C10H12N5O3R	tRNA(Ile)
cpd11914	C10H12N5O3R	tRNA(His)
cpd11917	C10H12N5O3R	tRNA(Lys)
cpd11916	C10H12N5O3R	tRNA(Leu)
cpd11919	C10H12N5O3R	tRNA(Phe)
cpd11918	C10H12N5O3R	tRNA(Met)
cpd08716	C18H30N3O13P2	dTDP-L-megosamine
cpd08246	C10H16	(-)-beta-Phellandrene
cpd26399	C14H20O4	ubiquinol(1)
cpd08244	C10H18O	(+)-Menthone
cpd26451	C38H69O13P2	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)
cpd01082	C17H24O9	Syringin
